Delivery Id,Origin_Location,Destination_Location,region,created_at,actual_delivery_time,On time Delivery,Customer_rating,condition_text,Fixed Costs,Maintenance,Difference,Area,Delivery_Time
VCV00012894/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/3/15 22:40,2/3/15 23:15,1,5,Partly cloudy,7816,847,6969,,
MVCV0001595/082021,"ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,2/8/15 6:31,2/8/15 7:12,1,5,Partly cloudy,7765,897,6868,,
VCV00013425/082021,"TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU",Tamil Nadu,2/12/15 3:25,2/12/15 4:19,1,5,Partly cloudy,6743,3756,2987,,
VCV00012758/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/16/15 4:15,2/16/15 4:55,1,4,Partly cloudy,7529,1026,6503,,
VCV00012830/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/26/15 4:15,1/26/15 4:30,1,5,Partly cloudy,7431,472,6959,,
VCV00013123/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/25/15 4:13,1/25/15 5:09,1,3,Partly cloudy,7774,472,7302,,
VCV00013324/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/23/15 6:21,1/23/15 7:09,1,4,Partly cloudy,7820,306,7514,,
VCV00013319/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/3/15 20:52,2/3/15 21:18,1,4,Partly cloudy,10586,1582,9004,,
VCV00012151/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/25/15 20:30,1/25/15 20:56,1,5,Partly cloudy,7085,1060,6025,,
VCV00011976/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/25/15 6:18,1/25/15 6:40,0,1,Mist,10988,1948,9041,,
VCV00012716/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/16/15 2:08,2/16/15 3:34,1,3,Partly cloudy,7052,643,6409,,
VCV00013264/082021,"ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,2/15/15 20:58,2/15/15 21:48,0,1,Mist,7118,538,6579,,
VCV00012741/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/16/15 4:35,2/16/15 5:00,0,1,Mist,6930,618,6311,,
VCV00013105/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/24/15 22:13,1/24/15 22:43,0,1,Mist,8788,1234,7555,,
VCV00012625/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/14/15 2:42,2/14/15 3:55,0,1,Mist,10584,1351,9232,,
VCV00011708/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/30/15 19:05,1/30/15 19:51,0,1,Mist,8921,715,8207,,
VCV00013182/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/16/15 5:58,2/16/15 6:19,0,1,Patchy rain possible,6653,607,6046,,
MVCV0001263/082021,"ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,2/11/15 22:16,2/11/15 23:07,0,1,Patchy rain possible,7628,452,7175,,
VCV00012880/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,2/4/15 2:09,2/4/15 2:39,0,1,Patchy rain possible,8210,847,7363,,
VCV00013069/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/24/15 0:22,1/24/15 1:08,1,5,Sunny,7846,897,6949,,
VCV00012879/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,2/3/15 5:46,2/3/15 6:17,0,1,Patchy rain possible,6900,3756,3145,,
VCV00012322/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/14/15 5:40,2/14/15 6:09,0,1,Patchy rain possible,7602,1026,6577,,
VCV00012119/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/8/15 1:44,2/8/15 2:30,1,4,Partly cloudy,7500,768,6733,,
MVCV0001535/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/28/15 5:38,1/28/15 6:16,0,1,Patchy rain possible,8136,463,7672,,
VCV00012240/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/11/15 19:48,2/11/15 20:39,0,1,Mist,8253,300,7953,,
VCV00012202/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/4/15 0:58,2/4/15 1:36,1,3,Sunny,10838,1553,9285,,
VCV00012822/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/29/15 19:30,1/29/15 20:47,0,1,Patchy rain possible,7318,1040,6277,,
VCV00012986/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Tamil Nadu,2/2/15 21:21,2/2/15 22:18,1,3,Partly cloudy,11507,1912,9596,,
VCV00012960/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/15/15 2:39,2/15/15 3:41,1,3,Sunny,7108,631,6477,,
AEIBK2026859,"Pozhal, Tiruvallur, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu",Tamil Nadu,2/2/15 0:54,2/2/15 1:34,1,5,Sunny,7377,528,6848,,
MVCV0001573/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/8/15 22:58,2/8/15 23:36,1,4,Sunny,7081,607,6474,,
VCV00012988/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/29/15 23:39,1/30/15 0:31,1,2,Sunny,9419,1211,8208,,
AEIBK2026666,"Naickenpalayam, Coimbatore, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu",Tamil Nadu,2/12/15 22:16,2/12/15 22:41,1,4,Sunny,10348,1392,8956,,
AEIBK2027147,"Naickenpalayam, Coimbatore, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu",Tamil Nadu,2/3/15 3:03,2/3/15 4:00,1,5,Sunny,8708,729,7978,,
VCV00012965/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/18/15 2:21,2/18/15 3:08,0,1,Patchy rain possible,7533,803,6730,,
VCV00012966/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/1/15 19:24,2/1/15 20:21,1,3,Partly cloudy,7767,742,7025,,
VCV00012979/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/2/15 5:44,2/2/15 6:22,1,4,Sunny,7334,452,6881,,
VCV00012962/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/6/15 6:56,2/6/15 7:17,1,2,Sunny,7841,282,7559,,
VCV00011598/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/25/15 21:27,1/25/15 22:10,1,5,Sunny,8084,299,7785,,
VCV00011079/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/22/15 1:25,1/22/15 2:09,1,3,Sunny,7693,490,7203,,
VCV00012896/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/5/15 5:17,2/5/15 6:00,1,2,Sunny,6726,1261,5465,,
AEIBK2027291,"Bandra,Mumbai","Jagadambigainagar, Tiruvallur, Tamil Nadu",Tamil Nadu,1/27/15 1:33,1/27/15 2:23,1,4,Sunny,7949,473,7476,,
AEIBK2026920,"Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai",m,2/7/15 22:54,2/7/15 23:28,1,5,Sunny,8058,357,7701,,
VCV00011590/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/24/15 22:29,1/24/15 22:59,1,2,Sunny,10602,1620,8981,,
VCV00012862/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/23/15 20:29,1/23/15 20:54,1,2,Sunny,7590,1057,6533,,
VCV00011992/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/11/15 21:21,2/11/15 21:55,1,2,Sunny,9294,1355,7939,,
VCV00011993/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/14/15 5:36,2/14/15 6:16,1,2,Sunny,11685,1917,9768,,
VCV00012731/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/30/15 0:13,1/30/15 1:02,1,3,Sunny,7213,565,6649,,
AEIBK2027154,"Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai",Maharashtra,2/9/15 19:28,2/9/15 20:31,1,4,Sunny,6955,619,6335,,
VCV00011947/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/31/15 2:08,1/31/15 2:47,1,5,Sunny,7190,633,6556,,
VCV00012831/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/5/15 5:26,2/5/15 6:29,1,3,Sunny,10784,1367,9418,,
VCV00012383/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/30/15 6:41,1/30/15 7:03,0,1,Patchy rain possible,9264,722,8541,,
VCV00012807/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/27/15 3:02,1/27/15 3:45,1,2,Sunny,7556,796,6760,,
VCV00011952/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/16/15 3:53,2/16/15 4:22,1,3,Sunny,8297,789,7508,,
VCV00012788/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/13/15 5:39,2/13/15 6:02,1,2,Sunny,7589,455,7134,,
VCV00012535/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/16/15 3:43,2/16/15 4:12,1,3,Sunny,8325,338,7988,,
VCV00012735/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/18/15 5:42,2/18/15 6:10,1,5,Sunny,8490,256,8234,,
VCV00012771/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/4/15 4:36,2/4/15 4:55,1,5,Sunny,7725,420,7305,,
VCV00012401/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/30/15 5:39,1/30/15 6:07,0,5,Patchy rain possible,6402,1082,5321,,
VCV00012040/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/15/15 6:11,2/15/15 6:50,0,2,Patchy rain possible,7700,464,7235,,
VCV00011231/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/15/15 6:40,2/15/15 7:12,1,5,Sunny,7877,359,7518,,
VCV00011946/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/11/15 19:26,2/11/15 20:38,1,5,Sunny,5671,1636,4036,,
AEIBK2026835,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",Karnataka,1/24/15 3:03,1/24/15 4:02,1,3,Partly cloudy,7379,1069,6310,,
MVCV0001533/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/9/15 22:42,2/9/15 22:57,1,5,Partly cloudy,9481,1417,8064,,
VCV00011949/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/26/15 1:36,1/26/15 1:56,0,1,Mist,11730,1899,9831,,
VCV00011706/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/12/15 0:34,2/12/15 1:01,1,2,Sunny,7589,440,7148,,
VCV00011961/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/9/15 3:32,2/9/15 4:09,1,4,Partly cloudy,7201,635,6566,,
VCV00012061/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/28/15 4:38,1/28/15 5:10,1,3,Partly cloudy,10806,1163,9644,,
VCV00012523/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/13/15 6:19,2/13/15 6:45,1,4,Partly cloudy,8230,606,7623,,
VCV00012197/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/10/15 3:07,2/10/15 3:52,1,5,Sunny,7508,666,6843,,
VCV00011608/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/8/15 20:18,2/8/15 20:49,0,1,Mist,7959,639,7320,,
VCV00012389/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/1/15 4:37,2/1/15 5:23,1,3,Partly cloudy,8125,368,7757,,
AEIBK2026897,"Pozhal, Tiruvallur, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu",Tamil Nadu,2/2/15 1:12,2/2/15 2:01,1,4,Partly cloudy,8508,295,8212,,
VCV00011331/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/10/15 4:45,2/10/15 5:19,1,5,Partly cloudy,8096,323,7772,,
VCV00012216/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/15/15 5:56,2/15/15 6:33,1,4,Partly cloudy,8123,440,7683,,
AEIBK2026778,"Pozhal, Tiruvallur, Tamil Nadu","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,1/30/15 3:54,1/30/15 4:42,0,1,Mist,8240,946,7294,,
AEIBK2026277,"Pozhal, Tiruvallur, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu",Tamil Nadu,1/25/15 1:30,1/25/15 2:17,1,1,Patchy rain possible,8009,395,7614,,
VCV00012057/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,1/25/15 2:23,1/25/15 3:40,1,5,Sunny,7422,311,7111,,
VCV00011656/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/16/15 2:03,2/16/15 3:51,0,1,Mist,5671,1369,4303,,
MVCV0001108/082021,"PRAVEEN ENGINEERING INDUSTRIES,HOSUR,TAMIL NADU","SRI DEVI POWDER COATING INDUSTRIES,CHENNAI,TAMIL NADU",Tamil Nadu,1/27/15 2:29,1/27/15 3:30,1,4,Sunny,7871,869,7001,,
VCV00011943/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/8/15 0:56,2/8/15 1:50,1,4,Partly cloudy,8947,1148,7799,,
AEIBK2026761,"Perukkaranai, Kanchipuram, Tamil Nadu","Bandra,Mumbai",Maharashtra,1/24/15 4:01,1/24/15 4:28,1,3,Sunny,11457,1565,9891,,
VCV00011469/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/1/15 6:20,2/1/15 6:55,1,2,Sunny,7487,510,6977,,
VCV00012358/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/14/15 3:10,2/14/15 4:12,0,1,Mist,8171,539,7632,,
VCV00012359/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/4/15 19:28,2/4/15 20:11,1,5,Sunny,6949,263,6686,,
VCV00012370/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/25/15 3:22,1/25/15 4:14,1,2,Sunny,10792,1220,9572,,
VCV00012397/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/8/15 23:06,2/8/15 23:42,1,4,Sunny,7218,882,6337,,
VCV00012387/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/23/15 2:45,1/23/15 3:32,0,1,Patchy rain possible,5184,897,4288,,
VCV00009430/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/23/15 5:03,1/23/15 5:56,0,1,Mist,7143,390,6753,,
VCV00012381/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/13/15 22:40,2/13/15 23:22,0,1,Patchy rain possible,7160,388,6773,,
VCV00012385/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/28/15 3:42,1/28/15 4:30,0,1,Patchy rain possible,8168,325,7843,,
VCV00011958/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/5/15 4:34,2/5/15 5:43,1,5,Sunny,6575,791,5783,,
VCV00011694/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/6/15 2:41,2/6/15 3:12,0,1,Mist,7212,929,6283,,
VCV00011761/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/6/15 1:40,2/6/15 2:39,0,1,Mist,7023,420,6603,,
VCV00011829/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/8/15 21:28,2/8/15 22:20,1,4,Sunny,10465,1327,9137,,
VCV00011486/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/22/15 2:17,1/22/15 3:32,1,5,Sunny,6388,2096,4292,,
MVCV0001434/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/15/15 2:54,2/15/15 4:21,1,3,Sunny,12185,1725,10460,,
MVCV0001429/082021,"ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,2/6/15 3:02,2/6/15 3:50,0,1,Mist,6382,759,5622,,
AEIBK2027172,"Naickenpalayam, Coimbatore, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu",Tamil Nadu,2/8/15 22:28,2/8/15 23:34,1,5,Sunny,7768,845,6924,,
VCV00012212/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/12/15 3:01,2/12/15 3:54,0,1,Patchy rain possible,7098,558,6539,,
AEIBK2027171,"Naickenpalayam, Coimbatore, Tamil Nadu","Kamarajnagar, Tiruvallur, Tamil Nadu",Tamil Nadu,1/31/15 4:51,1/31/15 5:34,0,1,Patchy rain possible,6788,542,6246,,
VCV00012209/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/27/15 20:00,1/27/15 20:24,1,3,Sunny,6574,680,5894,,
