"delivery_id","origin_location","destination_location","region","created_at","actual_delivery_time","on_time_delivery","customer_rating","condition_text","fixed_costs","maintenance","different","area","delivery_time","data_create_date"
"VCV00013673/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-16 05:36:00","2015-02-16 05:57:00",True,3,"Sunny",13734,818,12916,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012870/082021","TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-03 00:34:00","2015-02-03 01:08:00",True,4,"Sunny",13694,578,13115,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012871/082021","TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-10 02:05:00","2015-02-10 02:49:00",True,5,"Sunny",8678,746,7931,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011937/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-15 06:11:00","2015-02-15 06:54:00",True,5,"Sunny",11261,1276,9985,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013779/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","Tamil Nadu","2015-01-29 20:03:00","2015-01-29 20:38:00",True,3,"Sunny",19714,1652,18062,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013490/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-24 19:48:00","2015-01-24 20:31:00",False,1,"Mist",19604,724,18880,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013678/082021","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-10 19:56:00","2015-02-10 20:55:00",True,1,"Sunny",19357,818,18539,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027288","Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai","Maharashtra","2015-01-29 05:48:00","2015-01-29 06:23:00",True,5,"Sunny",13321,578,12743,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011938/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-01 05:32:00","2015-02-01 06:01:00",True,2,"Sunny",15693,746,14946,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013783/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-05 05:52:00","2015-02-05 07:30:00",True,5,"Sunny",18768,1276,17492,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013765/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-14 22:31:00","2015-02-14 23:23:00",True,3,"Sunny",16960,1652,15308,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013634/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-03 21:15:00","2015-02-03 21:36:00",True,2,"Sunny",8412,724,7688,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013291/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-10 18:57:00","2015-02-10 19:21:00",False,1,"Patchy rain possible",14517,818,13699,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012556/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-12 05:58:00","2015-02-12 06:28:00",True,1,"Light rain shower",15241,578,14663,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012749/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-26 01:40:00","2015-01-26 02:17:00",True,5,"Sunny",17832,746,17086,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012814/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-28 05:17:00","2015-01-28 05:52:00",True,4,"Partly cloudy",12980,1276,11703,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011918/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-01-25 21:51:00","2015-01-25 22:54:00",False,1,"Patchy rain possible",8407,1652,6756,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011501/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-09 01:30:00","2015-02-09 02:07:00",False,1,"Patchy rain possible",14930,724,14206,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012663/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-08 03:40:00","2015-02-08 04:09:00",False,1,"Mist",12337,818,11519,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013464/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-03 19:14:00","2015-02-03 20:45:00",False,1,"Patchy rain possible",13665,578,13087,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012662/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-14 02:19:00","2015-02-14 03:15:00",True,2,"Sunny",11348,746,10601,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012833/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-25 02:54:00","2015-01-25 03:54:00",False,1,"Mist",19485,1276,18209,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012823/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-22 22:15:00","2015-01-22 22:46:00",False,1,"Patchy rain possible",15736,1652,14084,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013315/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","Tamil Nadu","2015-01-23 05:48:00","2015-01-23 06:12:00",False,1,"Mist",16213,724,15489,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013137/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-13 05:04:00","2015-02-13 05:27:00",False,1,"Patchy rain possible",19984,818,19167,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012843/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-08 19:29:00","2015-02-08 19:45:00",False,1,"Patchy rain possible",13597,578,13018,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013481/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-18 03:28:00","2015-02-18 04:07:00",True,4,"Partly cloudy",16147,746,15400,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001621/082021","TVS MOTOR COMPANY-HOSUR,Hosur,TAMIL NADU","WABCO INDIA LTD-AMBATTUR,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-04 05:42:00","2015-02-04 06:14:00",True,3,"Cloudy",12169,1276,10893,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013513/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-09 04:19:00","2015-02-09 04:52:00",True,1,"Light rain shower",17904,1652,16252,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013323/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-04 20:26:00","2015-02-04 20:56:00",False,1,"Mist",9290,724,8565,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013401/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","Tamil Nadu","2015-01-22 05:07:00","2015-01-22 05:30:00",False,1,"Patchy rain possible",13194,818,12376,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013469/082021","WABCO INDIA LTD-AMBATTUR,CHENNAI,TAMIL NADU","WABCO INDIA LTD,HOSUR,TAMIL NADU","Tamil Nadu","2015-02-11 19:48:00","2015-02-11 20:39:00",False,1,"Patchy rain possible",10634,578,10055,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013471/082021","WABCO INDIA LTD-AMBATTUR,CHENNAI,TAMIL NADU","WABCO INDIA LTD,HOSUR,TAMIL NADU","Tamil Nadu","2015-01-24 06:41:00","2015-01-24 07:27:00",False,1,"Patchy rain possible",7808,746,7062,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013472/082021","WABCO INDIA LTD-AMBATTUR,CHENNAI,TAMIL NADU","WABCO INDIA LTD,HOSUR,TAMIL NADU","Tamil Nadu","2015-02-04 01:01:00","2015-02-04 01:47:00",False,1,"Patchy rain possible",10332,1377,8955,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012054/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-06 19:16:00","2015-02-06 20:17:00",False,1,"Mist",8918,728,8190,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027548","Mookandapalli, Krishnagiri, Tamil Nadu","Athipattu, Tiruvallur, Tamil Nadu","Tamil Nadu","2015-02-17 05:35:00","2015-02-17 06:18:00",True,5,"Sunny",7738,749,6989,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013141/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-01 02:21:00","2015-02-01 03:16:00",True,1,"Light rain shower",7588,461,7128,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012894/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-03 22:40:00","2015-02-03 23:15:00",True,5,"Partly cloudy",7816,847,6969,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001595/082021","ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-08 06:31:00","2015-02-08 07:12:00",True,5,"Partly cloudy",7765,897,6868,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013425/082021","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-12 03:25:00","2015-02-12 04:19:00",True,5,"Partly cloudy",6743,3756,2987,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012758/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-16 04:15:00","2015-02-16 04:55:00",True,4,"Partly cloudy",7529,1026,6503,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012830/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-26 04:15:00","2015-01-26 04:30:00",True,5,"Partly cloudy",7431,472,6959,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013123/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-25 04:13:00","2015-01-25 05:09:00",True,3,"Partly cloudy",7774,472,7302,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013324/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-23 06:21:00","2015-01-23 07:09:00",True,4,"Partly cloudy",7820,306,7514,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013319/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-03 20:52:00","2015-02-03 21:18:00",True,4,"Partly cloudy",10586,1582,9004,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012151/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-25 20:30:00","2015-01-25 20:56:00",True,5,"Partly cloudy",7085,1060,6025,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011976/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-25 06:18:00","2015-01-25 06:40:00",False,1,"Mist",10988,1948,9041,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012716/082021","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-16 02:08:00","2015-02-16 03:34:00",True,3,"Partly cloudy",7052,643,6409,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013264/082021","ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-15 20:58:00","2015-02-15 21:48:00",False,1,"Mist",7118,538,6579,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012741/082021","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-16 04:35:00","2015-02-16 05:00:00",False,1,"Mist",6930,618,6311,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013105/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-24 22:13:00","2015-01-24 22:43:00",False,1,"Mist",8788,1234,7555,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012625/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-14 02:42:00","2015-02-14 03:55:00",False,1,"Mist",10584,1351,9232,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011708/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-30 19:05:00","2015-01-30 19:51:00",False,1,"Mist",8921,715,8207,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013182/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-16 05:58:00","2015-02-16 06:19:00",False,1,"Patchy rain possible",6653,607,6046,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001263/082021","ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-11 22:16:00","2015-02-11 23:07:00",False,1,"Patchy rain possible",7628,452,7175,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012880/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-04 02:09:00","2015-02-04 02:39:00",False,1,"Patchy rain possible",8210,847,7363,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00013069/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-24 00:22:00","2015-01-24 01:08:00",True,5,"Sunny",7846,897,6949,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012879/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-03 05:46:00","2015-02-03 06:17:00",False,1,"Patchy rain possible",6900,3756,3145,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012322/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-14 05:40:00","2015-02-14 06:09:00",False,1,"Patchy rain possible",7602,1026,6577,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012119/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-08 01:44:00","2015-02-08 02:30:00",True,4,"Partly cloudy",7500,768,6733,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001535/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-28 05:38:00","2015-01-28 06:16:00",False,1,"Patchy rain possible",8136,463,7672,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012240/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-11 19:48:00","2015-02-11 20:39:00",False,1,"Mist",8253,300,7953,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012202/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-04 00:58:00","2015-02-04 01:36:00",True,3,"Sunny",10838,1553,9285,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012822/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-29 19:30:00","2015-01-29 20:47:00",False,1,"Patchy rain possible",7318,1040,6277,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012986/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Tamil Nadu","2015-02-02 21:21:00","2015-02-02 22:18:00",True,3,"Partly cloudy",11507,1912,9596,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012960/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-15 02:39:00","2015-02-15 03:41:00",True,3,"Sunny",7108,631,6477,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2026859","Pozhal, Tiruvallur, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu","Tamil Nadu","2015-02-02 00:54:00","2015-02-02 01:34:00",True,5,"Sunny",7377,528,6848,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001573/082021","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-08 22:58:00","2015-02-08 23:36:00",True,4,"Sunny",7081,607,6474,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012988/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-29 23:39:00","2015-01-30 00:31:00",True,2,"Sunny",9419,1211,8208,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2026666","Naickenpalayam, Coimbatore, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu","Tamil Nadu","2015-02-12 22:16:00","2015-02-12 22:41:00",True,4,"Sunny",10348,1392,8956,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027147","Naickenpalayam, Coimbatore, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu","Tamil Nadu","2015-02-03 03:03:00","2015-02-03 04:00:00",True,5,"Sunny",8708,729,7978,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012965/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-18 02:21:00","2015-02-18 03:08:00",False,1,"Patchy rain possible",7533,803,6730,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012966/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-01 19:24:00","2015-02-01 20:21:00",True,3,"Partly cloudy",7767,742,7025,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012979/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-02 05:44:00","2015-02-02 06:22:00",True,4,"Sunny",7334,452,6881,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012962/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-06 06:56:00","2015-02-06 07:17:00",True,2,"Sunny",7841,282,7559,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011598/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-25 21:27:00","2015-01-25 22:10:00",True,5,"Sunny",8084,299,7785,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011079/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-22 01:25:00","2015-01-22 02:09:00",True,3,"Sunny",7693,490,7203,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012896/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-05 05:17:00","2015-02-05 06:00:00",True,2,"Sunny",6726,1261,5465,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027291","Bandra,Mumbai","Jagadambigainagar, Tiruvallur, Tamil Nadu","Tamil Nadu","2015-01-27 01:33:00","2015-01-27 02:23:00",True,4,"Sunny",7949,473,7476,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2026920","Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai","m","2015-02-07 22:54:00","2015-02-07 23:28:00",True,5,"Sunny",8058,357,7701,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011590/082021","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-24 22:29:00","2015-01-24 22:59:00",True,2,"Sunny",10602,1620,8981,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012862/082021","TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-23 20:29:00","2015-01-23 20:54:00",True,2,"Sunny",7590,1057,6533,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011992/082021","TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-11 21:21:00","2015-02-11 21:55:00",True,2,"Sunny",9294,1355,7939,NULL,NULL,"2025-05-07 15:05:06.38629"
